gene,noFMT_1_duodenum
S-Fe12_GL0181175,1
gene_4289039,1
47_GL0022678,1
gene_4543762,1
3A-dyr30-06_GL0036551,1
1A-dyr2-07_GL0037005,1
Chow_2_GL0268166,1
S-Fe11_GL0130426,1
gene_3379354,1
5-4_GL0127259,1
Group2-3A_GL0041334,1
20_GL0034543,1
gene_790420,1
gene_1183178,1
1-1_GL0012683,1
NZ_AUGK01000019.1_cds_WP_051191139.1_2319,1
gene_3509806,1
gene_3621937,1
DSM22607_12_GL0315998,1
AF73-05_6_GL0279467,1
gene_507505,1
51_GL0137587,1
S-Fe11_GL0078496,1
29_GL0145320,1
3-2_GL0019842,1
6-7_GL0070538,1
Food_14_GL0104956,1
S-Fe10_GL0175050,1
S-Fe10_GL0119643,1
S-Fe13_GL0043388,1
MH-0-5_GL0023398,1
gene_2986055,1
gene_3509822,1
gene_3235187,1
15_GL0151114,1
gene_3733922,1
gene_3253355,1
gene_2370070,1
3-5_GL0038118,1
gene_3078088,1
gene_3103610,1
gene_4363089,1
20_GL0028322,1
gene_1692166,1
NZ_CP021421.1_cds_WP_068961130.1_1720,1
S-Fe13_GL0108057,1
gene_2844550,1
gene_54028,1
MC-0-1_GL0015962,1
gene_4365789,1
gene_3361969,1
MC-0-1_GL0062845,1
gene_4264248,1
gene_4232139,1
gene_4157699,1
Chow_4_GL0106345,1
gene_4159445,1
gene_4003462,1
7-7_GL0064958,1
NZ_RAYH01000008.1_cds_WP_002516272.1_1474,1
gene_1417704,1
S-Fe10_GL0163057,1
gene_3855989,1
11_GL0041427,1
S-Fe10_GL0145097,1
gene_3670011,1
gene_987145,1
46_GL0019740,1
gene_1296691,1
HF-F_1_GL0195507,1
HF-F_3_GL0175832,1
gene_4334315,1
G1-1A_GL0026614,1
MC-6-5_GL0043421,1
MC-0-1_GL0058890,1
1-1_GL0057251,1
MC-0-3_GL0083450,1
2-6_GL0039913,1
gene_3315411,1
OB-1_10_GL0048771,1
6-6_GL0005390,1
gene_4335317,1
5-3_GL0057263,1
S-Fe10_GL0008865,1
1-6_GL0015445,1
NZ_RAZK01000017.1_cds_WP_120483594.1_1466,1
S-Fe10_GL0132418,1
gene_2117650,1
Chow_5_GL0110778,1
gene_4570046,1
G1-1A_GL0045154,1
gene_4162751,1
gene_3839833,1
gene_3645261,1
35_GL0066640,1
Chow_1_GL0286815,1
47_GL0071732,1
gene_1419404,1
3-8_GL0036201,1
S-Fe16_GL0028734,1
gene_3623035,1
8_GL0034085,1
gene_92963,1
gene_4578620,1
gene_3763785,1
gene_530066,1
11_GL0095611,1
gene_1801974,1
Chow_2_GL0099595,1
Food_6_GL0164347,1
gene_4055304,1
MC-6-1_GL0107891,1
gene_3162585,1
MC-0-1_GL0004937,1
MC-6-2_GL0084325,1
MC-6-3_GL0018858,1
G1-1A_GL0107726,1
S-Fe11_GL0074960,1
2-1_GL0094337,1
gene_2208191,1
gene_3163037,1
7-1_GL0070121,1
gene_3704016,1
15_GL0106729,1
S-Fe10_GL0149237,1
1-8_GL0049335,1
Food_13_GL0147989,1
gene_127673,1
gene_4575632,1
gene_187613,1
gene_3752732,1
MC-6-3_GL0094986,1
gene_2651838,1
gene_3143433,1
gene_2044502,1
15_GL0081189,1
NZ_RAYU01000382.1_cds_WP_120475390.1_3943,1
gene_2507968,1
Food_9_GL0238672,1
gene_2964310,1
gene_4271640,1
MC-6-2_GL0075309,1
6-1_GL0086256,1
gene_2465906,1
gene_3990006,1
1-1_GL0014418,1
5-4_GL0024067,1
gene_1632859,1
HF-F_6_GL0219935,1
gene_207163,1
S-Fe9_GL0275617,1
Group2-6A_GL0036096,1
MC-0-3_GL0088690,1
gene_4548208,1
AF73-05_13_GL0263540,1
gene_3477397,1
MH-6-3_GL0150245,1
gene_4428028,1
2-5_GL0075775,1
1A-dyr1-07_GL0013646,1
gene_3995401,1
6-6_GL0139150,1
gene_4617334,1
16_GL0048976,1
gene_3049259,1
gene_3483498,1
gene_4209961,1
gene_2206256,1
gene_3071282,1
gene_2817405,1
gene_2548582,1
4-1_GL0042833,1
gene_3152762,1
Food_4_GL0274053,1
Chow_5_GL0286458,1
Chow_2_GL0090023,1
gene_2383344,1
MH-0-5_GL0037750,1
gene_4364431,1
gene_848258,1
S-Fe9_GL0220964,1
MC-0-1_GL0010166,1
gene_3970889,1
10_GL0043374,1
gene_3194070,1
gene_2818983,1
gene_2337060,1
11_GL0044651,1
gene_2737230,1
NZ_CP021421.1_cds_WP_016273984.1_119,1
S-Fe4_GL0110104,1
S-Fe11_GL0104282,1
gene_3639175,1
Food_14_GL0186330,1
23_GL0038571,1
gene_3362412,1
S-Fe6_GL0143182,1
gene_3518106,1
S-Fe4_GL0075213,1
gene_3130798,1
gene_2642095,1
gene_3331744,1
gene_3186971,1
MH-6-4_GL0029265,1
NZ_CP021421.1_cds_WP_068959742.1_743,1
gene_3591697,1
9_GL0044695,1
Food_1_GL0273214,1
G1-7A_GL0135159,1
S-Fe3_GL0210767,1
gene_4078120,1
gene_4427274,1
gene_3633476,1
gene_501124,1
gene_2916160,1
HF-F_3_GL0068566,1
S-Fe10_GL0144672,1
gene_4291363,1
gene_4015594,1
gene_2951316,1
15_GL0081450,1
MC-0-3_GL0080143,1
HF-F_1_GL0223630,1
MH-0-3_GL0009233,1
gene_3362647,1
gene_4333417,1
Group2-2A_GL0131939,1
gene_4180344,1
gene_4270990,1
NZ_QZFS01000163.1_cds_WP_129184468.1_1767,1
gene_706753,1
DSM22607_12_GL0220312,1
gene_3989745,1
2-3_GL0102203,1
gene_2534064,1
Group2-8A_GL0017492,1
AF73-05_10_GL0064384,1
gene_3840032,1
Chow_1_GL0020923,1
gene_3791550,1
gene_3218970,1
gene_4572455,1
S-Fe12_GL0001675,1
OB-1_12_GL0348607,1
gene_2835901,1
gene_2783758,1
gene_4559336,1
G1-1A_GL0063111,1
NZ_RAYH01000005.1_cds_WP_015011398.1_979,1
24_GL0131043,1
gene_3759652,1
gene_4163036,1
6-5_GL0055700,1
gene_3764825,1
Food_6_GL0229976,1
S-Fe10_GL0005408,1
HF-F_13_GL0388605,1
gene_3942305,1
12_GL0013117,1
gene_4394495,1
7-1_GL0046617,1
MH-6-2_GL0059497,1
gene_3966511,1
gene_1917472,1
gene_3469147,1
gene_127659,1
gene_4622602,1
11_GL0086165,1
gene_3719824,1
gene_1645284,1
4-7_GL0029678,1
AF73-05_4_GL0279854,1
Group2-7A_GL0084556,1
gene_4541935,1
gene_4325954,1
gene_2577679,1
gene_3795332,1
gene_3170320,1
Food_13_GL0170577,1
3-6_GL0009146,1
gene_510039,1
gene_2556405,1
3B-dyr36-06_GL0004348,1
S-Fe10_GL0009540,1
gene_224782,1
gene_2748877,1
gene_4056244,1
10_GL0037552,1
Chow_6_GL0179464,1
MH-6-2_GL0106479,1
16_GL0089886,1
gene_4208633,1
gene_3066948,1
Food_13_GL0065591,1
7-1_GL0027008,1
HF-S_9_GL0061508,1
gene_348463,1
Food_12_GL0002564,1
S-Fe12_GL0086936,1
gene_4621868,1
HF-S_6_GL0055800,1
2-3_GL0004508,1
1A-dyr2-07_GL0011106,1
gene_3714926,1
gene_4176992,1
NZ_RAYU01000452.1_cds_WP_120475586.1_4594,1
Food_2_GL0012292,1
S-Fe10_GL0016481,1
DSM22607_1_GL0067508,1
gene_4064067,1
gene_2784787,1
gene_1686617,1
gene_3941777,1
gene_2296345,1
gene_1839485,1
31_GL0005016,1
gene_1028380,1
HF-S_4_GL0217483,1
Chow_7_GL0181738,1
AF73-05_10_GL0148203,1
Chow_8_GL0177067,1
gene_4465161,1
Group2-2A_GL0037950,1
gene_921839,1
4-1_GL0081420,1
22_GL0092479,1
gene_3039637,1
1-1_GL0023812,1
NZ_RAYB01000067.1_cds_WP_121708460.1_3180,1
HF-F_13_GL0198771,1
Group2-2A_GL0135836,1
NZ_RAYH01000008.1_cds_WP_002519679.1_1475,1
gene_3958006,1
8-3_GL0050639,1
AF73-05_10_GL0290056,1
G1-1A_GL0001383,1
1-2_GL0031592,1
G1-1A_GL0100842,1
5-1_GL0080040,1
HF-F_4_GL0275945,1
gene_659373,1
gene_4564165,1
23_GL0121199,1
MC-6-4_GL0033509,1
gene_4440139,1
S-Fe2_GL0088221,1
gene_346048,1
8_GL0092543,1
2-3_GL0012630,1
MC-6-2_GL0129333,1
20_GL0001048,1
MC-0-1_GL0022558,1
S-Fe11_GL0063974,1
gene_4483190,1
6-6_GL0137733,1
AF73-05_3_GL0401143,1
7-8_GL0146827,1
gene_4017283,1
MC-6-1_GL0013666,1
11_GL0073503,1
gene_3606440,1
2-3_GL0084475,1
gene_3142064,1
2-3_GL0101330,1
OB-1_8_GL0099106,1
G1-1A_GL0112693,1
gene_3395428,1
S-Fe4_GL0067183,1
gene_4204214,1
2-1_GL0055975,1
NZ_KB822441.1_cds_WP_004068845.1_339,1
gene_4506863,1
gene_3619034,1
gene_2441999,1
gene_4633576,1
gene_2573995,1
NZ_RAYO01000034.1_cds_1303,1
gene_3329584,1
1-7_GL0133949,1
G1-1A_GL0087461,1
AF73-05_8_GL0446165,1
G1-4A_GL0000021,1
gene_4211216,1
31_GL0038088,1
23_GL0032796,1
gene_4277792,1
MH-6-2_GL0093821,1
Chow_1_GL0209645,1
NZ_KB822441.1_cds_WP_004068264.1_8,1
11_GL0148066,1
16_GL0115017,1
gene_2835692,1
S-Fe11_GL0145023,1
gene_4292456,1
3-2_GL0044348,1
10_GL0042404,1
NZ_RAYH01000014.1_cds_WP_041446247.1_1881,1
NZ_RAYH01000010.1_cds_WP_015011785.1_1589,1
gene_600178,1
gene_1994287,1
gene_4275774,1
QGGY01000012.1_cds_PWJ73434.1_3565,1
gene_2950225,1
Food_14_GL0187945,1
S-Fe10_GL0125862,1
gene_410904,1
NZ_CP021421.1_cds_WP_068960652.1_2313,1
gene_4459999,1
gene_608714,1
gene_348485,1
1-1_GL0005221,1
gene_2984849,1
gene_1840857,1
S-Fe10_GL0073192,1
gene_3694775,1
S-Fe10_GL0002204,1
gene_3951640,1
2-2_GL0059061,1
MH-6-4_GL0060658,1
10_GL0032760,1
31_GL0024939,1
26_GL0017704,1
4-8_GL0071564,1
5-2_GL0013564,1
gene_2234880,1
gene_3981638,1
12_GL0009235,1
NZ_RAZK01000001.1_cds_WP_120480918.1_2160,1
2-2_GL0044730,1
10_GL0049920,1
1-1_GL0113563,1
gene_4341211,1
7-5_GL0078781,1
Chow_2_GL0021986,1
1-2_GL0102815,1
3_GL0098072,1
gene_2633240,1
5-1_GL0060443,1
Food_10_GL0034357,1
S-Fe4_GL0137448,1
gene_4619194,1
gene_4625129,1
8-2_GL0048598,1
S-Fe11_GL0028124,1
DSM22607_4_GL0388368,1
Food_13_GL0003311,1
gene_4604042,1
gene_2092206,1
35_GL0052003,1
gene_3975185,1
Food_1_GL0020742,1
gene_3414023,1
8_GL0152532,1
MC-0-1_GL0102676,1
NZ_CP021421.1_cds_WP_068961127.1_1723,1
gene_4606480,1
gene_724112,1
DSM22607_5_GL0214062,1
gene_3895661,1
gene_4231121,1
gene_3621353,1
3-5_GL0001939,1
gene_4188694,1
gene_4066641,1
gene_2132765,1
gene_3812270,1
MC-6-3_GL0023148,1
G1-1A_GL0108603,1
8_GL0159016,1
NZ_QZFS01000243.1_cds_3328,1
gene_3716533,1
S-Fe10_GL0157510,1
MC-0-1_GL0078973,1
NZ_CP021421.1_cds_WP_068961866.1_879,1
15_GL0138156,1
gene_2925789,1
gene_3907774,1
gene_3401271,1
gene_2949007,1
gene_755558,1
1-1_GL0006200,1
NZ_RAYH01000003.1_cds_WP_002515541.1_451,1
gene_2093646,1
gene_3848087,1
gene_349447,1
S-Fe20_GL0071737,1
gene_615412,1
gene_4546083,1
gene_3611852,1
gene_2809445,1
gene_3297270,1
G1-5A_GL0052963,1
HF-S_10_GL0245086,1
MC-6-4_GL0095244,1
gene_4332678,1
10_GL0058518,1
Chow_2_GL0033801,1
gene_2629515,1
2A-dyr14-07_GL0051506,1
gene_3402343,1
gene_3675560,1
MC-6-2_GL0038441,1
gene_3669472,1
S-Fe10_GL0171902,1
gene_2527426,1
NZ_CP021421.1_cds_WP_068961409.1_1387,1
S-Fe10_GL0157502,1
gene_1356935,1
gene_3293416,1
gene_3829827,1
18_GL0095762,1
1B-dyr7-07_GL0022399,1
gene_4469562,1
MC-6-1_GL0050845,1
gene_2224441,1
Chow_6_GL0116937,1
gene_4455479,1
11_GL0040422,1
HF-S_4_GL0273270,1
4-1_GL0060668,1
2A-dyr16-06_GL0011133,1
Food_14_GL0027367,1
gene_3977530,1
gene_4388733,1
gene_2421543,1
Food_10_GL0067158,1
gene_3530859,1
gene_3703626,1
AF73-05_14_GL0244950,1
gene_1943676,1
gene_904950,1
6_GL0055775,1
S-Fe10_GL0120668,1
gene_2213110,1
gene_3984591,1
gene_4314858,1
gene_4504937,1
AF73-05_11_GL0117957,1
S-Fe20_GL0149310,1
AF73-05_10_GL0150667,1
gene_3100441,1
gene_4090488,1
NZ_RAZK01000028.1_cds_WP_120484399.1_3096,1
Food_14_GL0195997,1
NZ_RAZK01000153.1_cds_WP_120486941.1_1230,1
gene_3082991,1
gene_1119888,1
gene_4302887,1
24_GL0032343,1
gene_4404838,1
gene_2372116,1
8-7_GL0061314,1
gene_616340,1
gene_4420502,1
S-Fe10_GL0142585,1
AF73-05_14_GL0072976,1
52_GL0064045,1
MH-0-3_GL0083666,1
gene_3884024,1
MC-0-1_GL0090802,1
gene_1205281,1
10_GL0051868,1
gene_3797366,1
gene_921834,1
1A-dyr1-07_GL0027680,1
Food_11_GL0037217,1
Food_14_GL0036359,1
S-Fe6_GL0225541,1
3-6_GL0017899,1
gene_4571532,1
NZ_RAYH01000005.1_cds_WP_002515075.1_1068,1
gene_3396287,1
Chow_8_GL0237401,1
7-7_GL0076381,1
3_GL0098070,1
gene_3625537,1
1-4_GL0076328,1
gene_2782512,1
gene_4516021,1
S-Fe2_GL0185166,1
S-Fe2_GL0047035,1
gene_3466384,1
gene_278685,1
ERR1212007_Scaf80_1262,1
4-4_GL0027501,1
Food_10_GL0045929,1
gene_1009591,1
4-1_GL0024071,1
gene_2986779,1
NZ_RAYX01000075.1_cds_WP_120377425.1_1619,1
1A-dyr4-07_GL0076389,1
gene_4354043,1
gene_3325374,1
gene_2257356,1
gene_2448376,1
Group2-5A_GL0095149,1
Chow_3_GL0081262,1
gene_4003465,1
gene_2705654,1
gene_531296,1
G1-5A_GL0062561,1
S-Fe10_GL0063698,1
gene_2287783,1
gene_2606323,1
gene_3699506,1
S-Fe11_GL0071513,1
S-Fe10_GL0115006,1
NZ_RAYH01000010.1_cds_WP_002516373.1_1623,1
G1-1A_GL0045165,1
gene_2404598,1
gene_2607289,1
gene_2050817,1
MC-6-1_GL0105886,1
gene_3784049,1
AF73-05_11_GL0249298,1
gene_449074,1
G1-1A_GL0063190,1
gene_4339693,1
gene_4437901,1
14_GL0038678,1
1A-dyr1-07_GL0001985,1
gene_4207382,1
3-6_GL0014564,1
S-Fe12_GL0127597,1
gene_4252104,1
HF-S_10_GL0170664,1
AF73-05_8_GL0266161,1
1A-dyr4-07_GL0078775,1
14_GL0065740,1
6-3_GL0109888,1
S-Fe10_GL0057664,1
gene_3672728,1
gene_4517956,1
gene_4500585,1
gene_2729104,1
HF-S_1_GL0002082,1
gene_3293636,1
8-1_GL0037982,1
gene_4550799,1
MC-6-1_GL0092293,1
19_GL0085202,1
gene_4542224,1
1A-dyr1-07_GL0049082,1
gene_3378124,1
gene_2959335,1
gene_4110925,1
HF-F_12_GL0009323,1
gene_4072139,1
NZ_OFSM01000013.1_cds_WP_103240044.1_134,1
15_GL0158969,1
gene_4480579,1
11_GL0080969,1
MC-0-1_GL0019166,1
24_GL0019660,1
Food_9_GL0441032,1
gene_4578382,1
S-Fe10_GL0057183,1
gene_3157030,1
gene_4087923,1
gene_3864863,1
1-6_GL0015187,1
MC-6-1_GL0047287,1
OB-1_2_GL0228467,1
gene_2784669,1
gene_2614963,1
gene_457021,1
33_GL0113461,1
NZ_RAYW01000028.1_cds_WP_121699836.1_1231,1
gene_3816131,1
S-Fe11_GL0019242,1
gene_4315328,1
gene_127630,1
S-Fe10_GL0126800,1
Food_4_GL0037957,1
gene_116171,1
34_GL0012130,1
S-Fe10_GL0005286,1
gene_327121,1
S-Fe11_GL0054557,1
gene_3903243,1
gene_4393989,1
4_GL0005731,1
ERR1212018_Scaf621_4312,1
NZ_QZFS01000283.1_cds_3749,1
gene_4127071,1
NZ_QZFS01000103.1_cds_WP_129183433.1_69,1
AF73-05_10_GL0336392,1
gene_3285531,1
gene_390670,1
8-3_GL0048674,1
gene_2904128,1
gene_1148215,1
gene_4458739,1
gene_4045433,1
Food_13_GL0136880,1
Chow_7_GL0202704,1
gene_1027597,1
gene_3516823,1
AF73-05_1_GL0251721,1
gene_3500096,1
MC-0-3_GL0039789,1
MC-0-1_GL0007147,1
NZ_RAYU01000406.1_cds_WP_120475464.1_4112,1
gene_4029366,1
MH-6-2_GL0093889,1
gene_4471981,1
gene_2632689,1
S-Fe10_GL0014695,1
gene_4336530,1
S-Fe20_GL0036592,1
gene_3961351,1
gene_4239629,1
gene_2351947,1
gene_3915248,1
gene_727070,1
gene_211454,1
12_GL0043756,1
gene_1910051,1
gene_3685473,1
gene_4507342,1
gene_4508049,1
Chow_8_GL0129236,1
S-Fe11_GL0081696,1
MC-0-3_GL0033341,1
39_GL0026885,1
3-3_GL0026791,1
Chow_8_GL0284189,1
8-1_GL0008164,1
AF73-05_10_GL0217719,1
MH-0-3_GL0079491,1
Chow_8_GL0018948,1
gene_4549288,1
gene_2056608,1
gene_3435088,1
gene_1163789,1
gene_565642,1
gene_2784345,1
gene_3694623,1
MC-6-1_GL0033383,1
gene_1178067,1
gene_4081550,1
43_GL0071831,1
gene_3147791,1
gene_4614976,1
gene_369739,1
gene_2937264,1
gene_1089053,1
gene_3040547,1
gene_3017741,1
gene_1157424,1
2-1_GL0044322,1
gene_3215619,1
gene_3827796,1
MH-6-1_GL0128205,1
35_GL0113112,1
34_GL0057619,1
gene_4457628,1
S-Fe10_GL0120994,1
MC-0-3_GL0052309,1
gene_3673651,1
gene_3949538,1
G1-1A_GL0110333,1
2-3_GL0037954,1
gene_983708,1
Chow_3_GL0016804,1
gene_3549441,1
gene_3186316,1
Food_4_GL0073473,1
Food_7_GL0145200,1
gene_3178452,1
8_GL0062435,1
gene_4138081,1
gene_187590,1
gene_198172,1
gene_4242785,1
Group2-7A_GL0096088,1
gene_2773071,1
gene_3188011,1
NZ_CP021421.1_cds_WP_084274096.1_1433,1
Food_10_GL0229098,1
47_GL0150210,1
gene_4510959,1
11_GL0099540,1
gene_4394037,1
gene_1178083,1
1A-dyr2-07_GL0062794,1
NZ_RAZG01000086.1_cds_WP_120409700.1_4654,1
HF-F_10_GL0179505,1
Chow_5_GL0317821,1
S-Fe15_GL0078521,1
NZ_RAYM01000055.1_cds_WP_120436882.1_2984,1
OB-1_10_GL0185117,1
gene_3999080,1
S-Fe15_GL0037982,1
Food_2_GL0179782,1
gene_2959893,1
NZ_RAYH01000015.1_cds_WP_120363124.1_1941,1
gene_4070616,1
NZ_NHTR01000002.1_cds_3101,1
S-Fe11_GL0130348,1
gene_3077117,1
1-7_GL0065987,1
gene_4088550,1
15_GL0148169,1
G1-1A_GL0103907,1
gene_790549,1
gene_3210072,1
Group2-8A_GL0015164,1
gene_3860867,1
gene_4306943,1
MC-6-2_GL0167431,1
8-3_GL0102429,1
NZ_RAYH01000016.1_cds_WP_002518519.1_1971,1
gene_2125153,1
G1-1A_GL0024434,1
gene_649704,1
MC-0-3_GL0070468,1
gene_218664,1
gene_1468733,1
4_GL0064418,1
gene_3550576,1
gene_4586977,1
S-Fe20_GL0083140,1
gene_2943137,1
15_GL0147074,1
32_GL0025274,1
6-2_GL0025275,1
HF-F_14_GL0218871,1
gene_2605666,1
gene_4290656,1
gene_3832678,1
G1-1A_GL0102024,1
1A-dyr4-07_GL0099851,1
G1-1A_GL0080016,1
gene_1329798,1
11_GL0091886,1
gene_1740553,1
2A-dyr13-06_GL0032336,1
gene_4477494,1
40_GL0060915,1
gene_2144990,1
NZ_RAYW01000045.1_cds_WP_121700298.1_2020,1
1A-dyr1-07_GL0047674,1
gene_4266986,1
gene_499897,1
gene_1760008,1
gene_4566383,1
gene_2695468,1
DSM22607_2_GL0132115,1
OB-1_2_GL0253015,1
13_GL0033607,1
Group2-2A_GL0076831,1
2-2_GL0005532,1
gene_2747678,1
NZ_RAZK01000034.1_cds_WP_120484638.1_3770,1
gene_2525463,1
11_GL0025376,1
gene_4212756,1
gene_3827272,1
G1-1A_GL0063166,1
gene_187626,1
10_GL0082335,1
gene_3203826,1
gene_3974814,1
1-2_GL0106167,1
S-Fe10_GL0043839,1
1-1_GL0143525,1
gene_3317580,1
gene_2613695,1
S-Fe10_GL0042811,1
gene_4456280,1
NZ_RAYT01000134.1_cds_WP_120469554.1_4718,1
gene_4300032,1
gene_4160011,1
NZ_RAZK01000034.1_cds_WP_120484643.1_3776,1
Chow_3_GL0019644,1
Group2-3A_GL0191675,1
gene_2784029,1
1-1_GL0037774,1
11_GL0086488,1
gene_2144577,1
S-Fe20_GL0111835,1
Food_10_GL0143851,1
NZ_RAYH01000006.1_cds_WP_015011362.1_1159,1
MC-6-2_GL0105594,1
gene_2698670,1
gene_4124690,1
35_GL0085772,1
gene_1479523,1
gene_3465663,1
5_GL0005910,1
8-5_GL0088207,1
1-1_GL0067304,1
1-1_GL0046941,1
40_GL0089186,1
Group2-5A_GL0075244,1
gene_4438029,1
gene_4362565,1
Chow_4_GL0087881,1
Chow_1_GL0223072,1
gene_2550700,1
gene_1514043,1
NZ_RAYH01000013.1_cds_WP_002519364.1_1732,1
AF73-05_3_GL0181387,1
S-Fe2_GL0023848,1
41_GL0051344,1
S-Fe10_GL0096547,1
AF73-05_6_GL0065789,1
gene_3067353,1
gene_4423670,1
gene_2017711,1
S-Fe7_GL0054230,1
gene_3960285,1
gene_4253787,1
gene_3230053,1
gene_1901602,1
6-5_GL0066810,1
gene_4621564,1
MC-6-2_GL0051664,1
29_GL0134654,1
S-Fe10_GL0177644,1
Group2-1A_GL0063423,1
G1-1A_GL0125026,1
2-1_GL0050927,1
gene_3757327,1
gene_4277642,1
G1-1A_GL0070118,1
Chow_2_GL0006029,1
gene_3566966,1
Food_3_GL0239081,1
gene_4164635,1
gene_2806326,1
NZ_RAYH01000010.1_cds_WP_015011791.1_1632,1
MC-0-3_GL0049424,1
gene_4620350,1
gene_218630,1
gene_1271298,1
gene_4082820,1
NZ_RAYE01000019.1_cds_WP_120443187.1_976,1
1A-dyr1-07_GL0009114,1
gene_4233887,1
34_GL0079963,1
gene_3896246,1
gene_4318756,1
gene_3605620,1
S-Fe10_GL0053392,1
gene_2909761,1
gene_3094321,1
Chow_1_GL0209977,1
Chow_5_GL0126346,1
gene_4092798,1
MC-0-3_GL0027057,1
1-8_GL0090285,1
HF-S_7_GL0104459,1
Chow_6_GL0177678,1
gene_3543792,1
11_GL0102425,1
gene_1942612,1
S-Fe8_GL0145229,1
NZ_RAYE01000007.1_cds_WP_120440993.1_4534,1
gene_3602329,1
MC-0-3_GL0040897,1
G1-5A_GL0150119,1
gene_953408,1
Food_7_GL0332801,1
HF-S_11_GL0233652,1
gene_3378835,1
3-1_GL0014572,1
Chow_1_GL0250365,1
S-Fe3_GL0162359,1
1-7_GL0069432,1
S-Fe10_GL0105831,1
Chow_8_GL0220756,1
7-4_GL0035280,1
S-Fe1_GL0181895,1
gene_3075248,1
MH-0-3_GL0029755,1
gene_2589177,1
MC-0-1_GL0006279,1
gene_4558658,1
Chow_7_GL0166673,1
gene_3842656,1
gene_1940554,1
NZ_CP021421.1_cds_WP_068961733.1_1027,1
gene_1533948,1
gene_2724184,1
Food_12_GL0126628,1
1-1_GL0048037,1
gene_81472,1
Food_3_GL0079572,1
HF-F_4_GL0211886,1
MH-6-5_GL0023641,1
Chow_8_GL0144010,1
1A-dyr1-07_GL0046235,1
gene_3332642,1
gene_1218747,1
S-Fe1_GL0088929,1
gene_4114375,1
gene_2347240,1
ERR1212027_Scaf121_2368,1
gene_4517632,1
Chow_4_GL0329371,1
gene_3974700,1
gene_3916010,1
gene_2893538,1
9_GL0063367,1
G1-1A_GL0025017,1
gene_3406151,1
1-7_GL0088824,1
11_GL0017844,1
MC-6-2_GL0125242,1
gene_2990653,1
Food_9_GL0017850,1
Group2-3A_GL0029553,1
7-1_GL0015376,1
gene_3376976,1
gene_1783257,1
HF-S_4_GL0365871,1
5-7_GL0117901,1
gene_3645810,1
S-Fe10_GL0021332,1
gene_2495353,1
Chow_7_GL0164838,1
1A-dyr4-07_GL0009588,1
7-1_GL0053435,1
NZ_CP021421.1_cds_WP_068961805.1_950,1
Group2-8A_GL0206368,1
gene_4181594,1
22_GL0122097,1
gene_4039151,1
NZ_RAZD01000063.1_cds_WP_120422921.1_3103,1
S-Fe1_GL0023032,1
gene_3615825,1
MC-0-3_GL0048383,1
Food_10_GL0104420,1
6-7_GL0097595,1
NZ_QZFS01000154.1_cds_WP_129184406.1_1564,1
gene_3218381,1
gene_4160028,1
20_GL0019667,1
54_GL0112104,1
gene_3550406,1
gene_3137479,1
NZ_RAYM01000005.1_cds_WP_120431322.1_1364,1
AF73-05_1_GL0390336,1
1-6_GL0009421,1
gene_4493851,1
gene_475884,1
AF73-05_2_GL0178839,1
gene_4379228,1
8-2_GL0135483,1
gene_3419332,1
gene_2827465,1
gene_3419485,1
S-Fe10_GL0091679,1
gene_2765445,1
S-Fe18_GL0056938,1
gene_3375991,1
Group2-8A_GL0020312,1
3B-dyr36-06_GL0010004,1
Chow_2_GL0034560,1
2-1_GL0077013,1
DSM22607_1_GL0072172,1
DSM22607_11_GL0053481,1
ERR1212012_Scaf612_4520,1
4-1_GL0016098,1
gene_419467,1
Food_1_GL0187006,1
gene_3413418,1
gene_2666214,1
7-4_GL0106970,1
1A-dyr4-07_GL0073698,1
11_GL0083587,1
G1-1A_GL0045993,1
gene_1837304,1
gene_4108786,1
Group2-3A_GL0207019,1
S-Fe10_GL0169176,1
S-Fe17_GL0051411,1
NZ_RAYH01000003.1_cds_770,1
gene_867341,1
gene_1703252,1
S-Fe10_GL0116803,1
ERR1212018_Scaf202_2725,1
gene_1949581,1
HF-F_4_GL0288984,1
gene_1792132,1
gene_365471,1
NZ_CP021421.1_cds_WP_068959809.1_666,1
12_GL0076092,1
HF-F_6_GL0091711,1
MH-6-2_GL0093888,1
1A-dyr1-07_GL0011176,1
gene_2459776,1
MH-6-5_GL0000743,1
Food_6_GL0067729,1
MH-6-2_GL0100772,1
gene_4493781,1
Chow_3_GL0156399,1
18_GL0136320,1
gene_3966310,1
1-8_GL0044314,1
S-Fe7_GL0221127,1
20_GL0046672,1
MH-6-2_GL0092595,1
35_GL0124728,1
gene_3488972,1
gene_3088302,1
S-Fe10_GL0140020,1
gene_2353077,1
DSM22607_5_GL0046474,1
Chow_5_GL0297047,1
Chow_4_GL0296754,1
MC-6-3_GL0005890,1
1-8_GL0031410,1
2_GL0068674,1
gene_3219285,1
2-1_GL0050934,1
gene_4057573,1
gene_2601107,1
gene_2807651,1
gene_4342841,1
gene_1097615,1
NZ_RAYH01000014.1_cds_WP_120363110.1_1838,1
gene_2636721,1
G1-5A_GL0003945,1
gene_2884179,1
gene_2321125,1
G1-4A_GL0088522,1
42_GL0101112,1
AF73-05_1_GL0025914,1
gene_2344681,1
MC-0-3_GL0080218,1
NZ_RAYE01000049.1_cds_3524,1
MH-6-2_GL0096933,1
Food_1_GL0138898,1
gene_3751374,1
gene_4575355,1
gene_3731379,1
S-Fe16_GL0094207,1
2-7_GL0066958,1
