gene,donor_3_cecum
1-7_GL0079826,1
MH-6-5_GL0083347,1
S-Fe10_GL0083485,1
DSM22607_9_GL0191439,1
NZ_KB822465.1_cds_WP_004078773.1_3849,1
OB-1_4_GL0458866,1
gene_2943466,1
47_GL0029142,1
AF73-05_10_GL0221917,1
Food_7_GL0126631,1
AF73-05_14_GL0186585,1
gene_4135325,1
gene_2951514,1
HF-S_12_GL0205795,1
S-Fe8_GL0252649,1
47_GL0070532,1
gene_4457590,1
OB-1_6_GL0041545,1
4-2_GL0018988,1
gene_3749212,1
Chow_5_GL0054985,1
S-Fe9_GL0124756,1
MH-6-5_GL0037865,1
S-Fe7_GL0127462,1
AF73-05_10_GL0316713,1
S-Fe7_GL0199658,1
G1-6A_GL0056845,1
S-Fe6_GL0164159,1
Food_9_GL0423044,1
gene_2028173,1
7-2_GL0034780,1
DSM22607_9_GL0228813,1
S-Fe20_GL0120319,1
Food_14_GL0151220,1
gene_3767439,1
MC-6-2_GL0084863,1
gene_2603030,1
gene_1006036,1
3-7_GL0036436,1
gene_3784323,1
Group2-4A_GL0136741,1
HF-S_8_GL0045796,1
gene_1681583,1
55_GL0086154,1
gene_2985272,1
Food_14_GL0023830,1
S-Fe7_GL0189560,1
MH-6-2_GL0110547,1
3-8_GL0021102,1
gene_4444192,1
Chow_5_GL0195051,1
G1-3A_GL0000988,1
Chow_8_GL0164046,1
OB-1_3_GL0393015,1
gene_2733571,1
Food_5_GL0170429,1
HF-F_13_GL0381155,1
NZ_RAYV01000003.1_cds_WP_120359335.1_1139,1
gene_1669811,1
gene_1555674,1
gene_4116792,1
gene_4563880,1
3-5_GL0071398,1
gene_913573,1
gene_3603433,1
3-5_GL0123255,1
S-Fe20_GL0056735,1
20_GL0063462,1
6-5_GL0075683,1
MH-6-1_GL0026452,1
gene_3177126,1
AF73-05_8_GL0164749,1
24_GL0012722,1
DSM22607_11_GL0188440,1
gene_1907308,1
gene_520986,1
Group2-4A_GL0143807,1
S-Fe18_GL0085206,1
gene_1588852,1
Food_5_GL0186102,1
gene_4345758,1
HF-S_12_GL0166612,1
gene_3564138,1
gene_3813143,1
gene_2973245,1
Food_5_GL0243304,1
Food_9_GL0454665,1
gene_2492150,1
OB-1_1_GL0255982,1
7-8_GL0080466,1
2-5_GL0080628,1
gene_2468852,1
S-Fe3_GL0049104,1
gene_3480430,1
DSM22607_7_GL0134831,1
4-1_GL0029361,1
S-Fe10_GL0019461,1
MC-0-3_GL0056788,1
Food_4_GL0066870,1
AF73-05_13_GL0077566,1
AF73-05_1_GL0143105,1
6-1_GL0004982,1
MC-0-1_GL0061269,1
NZ_QZFS01000030.1_cds_WP_051142828.1_4295,1
S-Fe7_GL0190754,1
HF-S_8_GL0240765,1
HF-F_14_GL0170650,1
DSM22607_3_GL0304596,1
S-Fe13_GL0025428,1
gene_3707651,1
20_GL0118210,1
2-3_GL0034372,1
4-8_GL0098293,1
3-6_GL0029239,1
Chow_1_GL0067327,1
gene_3069233,1
10_GL0063908,1
Food_9_GL0276244,1
7-5_GL0194150,1
5-3_GL0058044,1
gene_1350854,1
Food_3_GL0214270,1
gene_1181600,1
6-4_GL0107282,1
8-1_GL0077479,1
gene_1764044,1
gene_3828171,1
45_GL0126212,1
14_GL0030790,1
HF-F_10_GL0121101,1
S-Fe20_GL0095283,1
gene_178125,1
gene_3379323,1
gene_4549860,1
gene_3268902,1
Food_5_GL0170444,1
Food_8_GL0393289,1
gene_2948639,1
11_GL0088554,1
17_GL0133831,1
Food_11_GL0136707,1
18_GL0020062,1
S-Fe15_GL0060792,1
3-2_GL0044178,1
gene_1437098,1
20_GL0157691,1
gene_4061398,1
gene_4171740,1
17_GL0110051,1
Chow_5_GL0137031,1
gene_4002497,1
gene_2901829,1
gene_2517566,1
gene_4415810,1
gene_1049851,1
gene_1024071,1
gene_1659169,1
18_GL0026419,1
Chow_5_GL0250814,1
AF73-05_2_GL0281622,1
gene_3179897,1
S-Fe10_GL0079566,1
NZ_RAYQ01000017.1_cds_WP_120471256.1_951,1
DSM22607_7_GL0156396,1
gene_2373987,1
8-3_GL0031113,1
HF-F_4_GL0430874,1
G1-1A_GL0102335,1
gene_342654,1
gene_2430311,1
gene_3860264,1
2-8_GL0088702,1
gene_3928161,1
S-Fe20_GL0090464,1
gene_359320,1
Food_3_GL0031439,1
gene_3561722,1
Chow_7_GL0278794,1
6-7_GL0029849,1
24_GL0129888,1
1A-dyr4-07_GL0020213,1
2-3_GL0046319,1
24_GL0060210,1
HF-S_6_GL0031097,1
Group2-7A_GL0084934,1
Food_10_GL0200334,1
G1-5A_GL0186316,1
Food_8_GL0169022,1
Group2-5A_GL0086781,1
gene_2885072,1
3-3_GL0073951,1
Chow_1_GL0221748,1
Food_4_GL0205930,1
Food_4_GL0367365,1
G1-5A_GL0015712,1
36_GL0052940,1
4-7_GL0099613,1
gene_4374578,1
AF73-05_8_GL0229876,1
HF-F_13_GL0491327,1
1-3_GL0044974,1
3-8_GL0012568,1
DSM22607_12_GL0195523,1
AF73-05_11_GL0267267,1
NZ_QWMU01000006.1_cds_WP_004051636.1_1795,1
gene_1808136,1
2-1_GL0116206,1
7-3_GL0022549,1
DSM22607_4_GL0252028,1
gene_1485045,1
gene_4528017,1
Chow_1_GL0041800,1
gene_1217355,1
6-5_GL0017562,1
NZ_RAYM01000010.1_cds_WP_120431464.1_2185,1
19_GL0046243,1
Group2-7A_GL0026282,1
Chow_7_GL0191116,1
gene_3205655,1
2-2_GL0008540,1
Group2-7A_GL0014903,1
S-Fe6_GL0228623,1
G1-7A_GL0084745,1
S-Fe2_GL0087279,1
gene_985282,1
3-1_GL0092583,1
6-1_GL0053710,1
gene_2232307,1
gene_1951338,1
S-Fe10_GL0095048,1
Food_9_GL0113630,1
2-1_GL0087410,1
gene_1778949,1
Food_9_GL0043041,1
gene_4115216,1
G1-3A_GL0072315,1
G1-7A_GL0053361,1
AF73-05_11_GL0181306,1
OB-1_12_GL0200758,1
Food_9_GL0171597,1
DSM22607_2_GL0145495,1
OB-1_5_GL0435789,1
NZ_RAYM01000019.1_cds_WP_120433611.1_135,1
4-3_GL0072123,1
G1-3A_GL0017622,1
Food_3_GL0092955,1
gene_2819233,1
gene_1293953,1
gene_39271,1
gene_3152685,1
4-7_GL0131182,1
6-2_GL0027671,1
24_GL0120650,1
MC-6-2_GL0079976,1
29_GL0040602,1
11_GL0018769,1
gene_4418704,1
Food_5_GL0229270,1
gene_3294996,1
51_GL0041726,1
gene_4123338,1
Food_11_GL0143005,1
gene_2141594,1
gene_1775566,1
Food_4_GL0211445,1
4-1_GL0065602,1
Food_10_GL0137668,1
8-3_GL0084428,1
gene_3703795,1
gene_2089304,1
Chow_7_GL0173726,1
8-2_GL0001753,1
Food_12_GL0017365,1
ERR1211980_Scaf78_3435,1
gene_1123194,1
gene_2644466,1
gene_2406863,1
8-2_GL0049330,1
Food_5_GL0152851,1
MH-6-3_GL0103663,1
11_GL0008667,1
gene_1661308,1
Chow_1_GL0282640,1
DSM22607_11_GL0168779,1
16_GL0054104,1
NZ_KI535329.1_cds_WP_023347274.1_1675,1
Chow_4_GL0045730,1
S-Fe20_GL0083938,1
24_GL0096218,1
MH-6-1_GL0069691,1
2-2_GL0148706,1
4-3_GL0058934,1
S-Fe14_GL0115266,1
gene_2308527,1
gene_1819950,1
gene_1651649,1
DSM22607_3_GL0426131,1
gene_1665291,1
DSM22607_12_GL0268826,1
4-1_GL0006411,1
4-4_GL0012770,1
Group2-7A_GL0064914,1
gene_3687045,1
HF-S_4_GL0245385,1
MC-0-3_GL0098068,1
3_GL0018181,1
HF-S_10_GL0069249,1
2-6_GL0054782,1
S-Fe8_GL0223614,1
gene_2810410,1
MH-6-5_GL0128307,1
gene_3042176,1
1_GL0019086,1
7-8_GL0121398,1
gene_1833254,1
AF73-05_14_GL0183677,1
gene_3655057,1
S-Fe8_GL0169751,1
S-Fe8_GL0193623,1
gene_3687735,1
18_GL0023664,1
gene_3590979,1
Chow_5_GL0169513,1
AF73-05_14_GL0315874,1
DSM22607_2_GL0247195,1
MH-6-3_GL0056204,1
MC-0-1_GL0089977,1
1A-dyr1-07_GL0023889,1
AF73-05_13_GL0030340,1
Food_5_GL0230847,1
gene_510814,1
8-7_GL0093372,1
3-1_GL0011976,1
20_GL0135810,1
4-8_GL0033432,1
17_GL0121955,1
Food_4_GL0016763,1
gene_1805316,1
Chow_1_GL0156434,1
HF-F_13_GL0066935,1
3_GL0042581,1
NZ_QWMU01000052.1_cds_WP_004050289.1_1519,1
gene_237694,1
S-Fe6_GL0021158,1
gene_982395,1
Food_11_GL0019197,1
HF-S_3_GL0423065,1
gene_1352268,1
NZ_RAZD01000046.1_cds_WP_120422784.1_2650,1
gene_4133053,1
HF-S_2_GL0059310,1
S-Fe12_GL0175489,1
16_GL0034325,1
S-Fe16_GL0066995,1
gene_4545712,1
S-Fe7_GL0281736,1
gene_361028,1
Group2-3A_GL0101193,1
Food_8_GL0171270,1
MC-6-2_GL0165546,1
gene_1656073,1
28_GL0066464,1
AF73-05_7_GL0168804,1
gene_1736962,1
17_GL0029055,1
gene_4458823,1
gene_366395,1
7-8_GL0049614,1
Chow_1_GL0206515,1
Food_5_GL0207339,1
Food_13_GL0131214,1
2-8_GL0063676,1
4_GL0013834,1
HF-F_13_GL0255283,1
5-8_GL0035485,1
gene_4426150,1
Food_14_GL0125139,1
S-Fe1_GL0025730,1
gene_4521647,1
4-2_GL0105768,1
HF-F_4_GL0056139,1
4-7_GL0048896,1
gene_4574905,1
gene_2817921,1
1-1_GL0068809,1
53_GL0160508,1
Chow_1_GL0215609,1
gene_3107518,1
MH-6-5_GL0068935,1
gene_2344127,1
HF-F_5_GL0061407,1
S-Fe4_GL0096858,1
MC-0-1_GL0046368,1
gene_1277814,1
gene_3550454,1
1-1_GL0057988,1
gene_873427,1
Food_12_GL0156720,1
10_GL0078695,1
HF-F_13_GL0497738,1
gene_3494939,1
6-7_GL0019863,1
gene_2833956,1
NZ_RAYH01000006.1_cds_WP_120363043.1_1101,1
8_GL0130003,1
Food_5_GL0220986,1
2_GL0055770,1
S-Fe8_GL0024571,1
6-3_GL0065673,1
S-Fe1_GL0104131,1
gene_3309468,1
5-3_GL0096002,1
7-4_GL0121403,1
NZ_RAZG01000030.1_cds_WP_120408436.1_2460,1
gene_2512333,1
HF-S_9_GL0068911,1
Food_10_GL0018093,1
AF73-05_2_GL0053381,1
20_GL0151206,1
AF73-05_14_GL0217211,1
gene_2118127,1
OB-1_9_GL0016767,1
S-Fe2_GL0163228,1
30_GL0067271,1
4-2_GL0027152,1
gene_3287373,1
MC-0-3_GL0048347,1
6-7_GL0040436,1
gene_3356112,1
gene_3106522,1
Chow_1_GL0016958,1
AF73-05_11_GL0357201,1
OB-1_7_GL0168679,1
gene_2574062,1
gene_878104,1
Group2-3A_GL0205770,1
MC-6-5_GL0066895,1
gene_3085887,1
NZ_RAZK01000145.1_cds_WP_120486883.1_1060,1
Group2-7A_GL0038929,1
Food_14_GL0056327,1
Food_14_GL0280574,1
gene_2922880,1
2A-dyr14-06_GL0069357,1
26_GL0138155,1
MH-6-4_GL0176415,1
HF-F_7_GL0141741,1
Group2-4A_GL0095865,1
3-5_GL0120372,1
1-1_GL0029599,1
gene_4425273,1
gene_4071851,1
Food_5_GL0228948,1
Food_10_GL0182784,1
OB-1_10_GL0121858,1
Group2-3A_GL0198002,1
gene_1366301,1
gene_4104046,1
MC-0-3_GL0007343,1
NZ_KB822471.1_cds_WP_004053808.1_903,1
3B-dyr36-06_GL0023421,1
NZ_RAYY01000037.1_cds_WP_120424315.1_3032,1
MC-6-2_GL0094840,1
gene_3602848,1
7-3_GL0026364,1
G1-3A_GL0049403,1
AF73-05_11_GL0288463,1
4-6_GL0088365,1
gene_3393414,1
S-Fe10_GL0095861,1
4-2_GL0073917,1
1A-dyr4-07_GL0013082,1
OB-1_6_GL0096968,1
gene_3528522,1
Chow_8_GL0102210,1
Food_14_GL0210797,1
AF73-05_2_GL0115885,1
Food_7_GL0110311,1
2-1_GL0029310,1
2-2_GL0149589,1
AF73-05_6_GL0366491,1
Chow_1_GL0243029,1
HF-S_12_GL0088114,1
MC-6-1_GL0055228,1
Food_6_GL0298446,1
45_GL0116871,1
gene_3063691,1
OB-1_2_GL0146493,1
gene_1810535,1
gene_2674534,1
gene_3723859,1
1-1_GL0092625,1
Food_9_GL0236964,1
5-2_GL0013853,1
8-2_GL0048596,1
6-4_GL0001219,1
MC-6-5_GL0117224,1
Food_10_GL0001565,1
gene_3922969,1
2-7_GL0021768,1
gene_877651,1
HF-S_1_GL0293765,1
gene_3641028,1
5-2_GL0047064,1
HF-F_12_GL0090640,1
MC-6-2_GL0089456,1
gene_3062026,1
gene_2318129,1
DSM22607_1_GL0170749,1
AF73-05_7_GL0257197,1
Chow_1_GL0287248,1
1-6_GL0082547,1
Food_12_GL0182026,1
HF-S_5_GL0285465,1
AF73-05_8_GL0085263,1
5_GL0116397,1
18_GL0073236,1
gene_3338921,1
MC-6-4_GL0079777,1
1A-dyr2-07_GL0009494,1
S-Fe9_GL0217819,1
DSM22607_12_GL0132089,1
11_GL0092705,1
Food_13_GL0179371,1
gene_2568802,1
gene_3452672,1
MC-0-3_GL0071281,1
gene_2031945,1
S-Fe6_GL0128022,1
Chow_8_GL0253132,1
HF-S_13_GL0044584,1
Group2-8A_GL0206645,1
gene_4079587,1
24_GL0053508,1
AF73-05_2_GL0140291,1
G1-1A_GL0037562,1
G1-1A_GL0005840,1
S-Fe2_GL0154508,1
gene_2829072,1
5-6_GL0102995,1
OB-1_7_GL0082042,1
11_GL0018563,1
HF-F_11_GL0010555,1
gene_4477024,1
gene_2173538,1
AF73-05_11_GL0219289,1
51_GL0082531,1
Food_10_GL0266619,1
17_GL0086510,1
10_GL0032638,1
gene_2408794,1
AF73-05_3_GL0266169,1
HF-F_13_GL0253563,1
24_GL0138848,1
AF73-05_11_GL0061874,1
gene_3684394,1
AF73-05_3_GL0308926,1
gene_4545358,1
23_GL0032210,1
Chow_8_GL0077114,1
S-Fe6_GL0187898,1
gene_2722314,1
Food_11_GL0127664,1
Chow_4_GL0242581,1
gene_3104442,1
OB-1_3_GL0102243,1
8-8_GL0102860,1
2_GL0090315,1
gene_4432716,1
17_GL0092241,1
HF-F_13_GL0157348,1
DSM22607_5_GL0202631,1
10_GL0091594,1
gene_2520796,1
DSM22607_3_GL0412037,1
5-5_GL0113066,1
gene_2627753,1
gene_3866590,1
gene_3629294,1
gene_1652780,1
Food_7_GL0294315,1
gene_1174277,1
G1-5A_GL0093492,1
AF73-05_10_GL0436604,1
Chow_1_GL0078470,1
NZ_RAZK01000064.1_cds_WP_120485729.1_5702,1
Chow_7_GL0207266,1
gene_436182,1
1A-dyr1-07_GL0033337,1
gene_1600836,1
MH-6-2_GL0057221,1
NZ_RAYM01000030.1_cds_WP_120434678.1_782,1
MH-6-5_GL0000487,1
gene_2847275,1
AF73-05_13_GL0088578,1
29_GL0033166,1
gene_572203,1
HF-F_14_GL0203212,1
gene_3588654,1
2-1_GL0114407,1
8-5_GL0037807,1
DSM22607_8_GL0064903,1
6-3_GL0105882,1
S-Fe12_GL0124582,1
Food_3_GL0215978,1
4-8_GL0068600,1
gene_2861888,1
gene_4363756,1
Chow_1_GL0170638,1
13_GL0039504,1
48_GL0145115,1
gene_1011312,1
1A-dyr4-07_GL0099315,1
NZ_RAYM01000001.1_cds_WP_120431205.1_1256,1
Food_4_GL0089125,1
MH-0-4_GL0029099,1
gene_1583167,1
1A-dyr2-07_GL0079730,1
Food_1_GL0059435,1
8-8_GL0081801,1
DSM22607_2_GL0274280,1
S-Fe20_GL0090346,1
Group2-8A_GL0145527,1
1-6_GL0104499,1
AF73-05_2_GL0039223,1
gene_750316,1
12_GL0003787,1
1-1_GL0150912,1
gene_3338651,1
gene_3755323,1
gene_172328,1
Group2-5A_GL0090000,1
1-1_GL0005473,1
5-4_GL0037474,1
OB-1_1_GL0332875,1
Food_10_GL0128823,1
Food_9_GL0326464,1
gene_2139868,1
DSM22607_12_GL0028189,1
7-8_GL0098985,1
Food_2_GL0222003,1
gene_3075776,1
gene_1041189,1
1A-dyr4-07_GL0052382,1
MH-6-1_GL0139272,1
gene_1957092,1
gene_3644460,1
HF-S_4_GL0108961,1
gene_191378,1
OB-1_8_GL0185401,1
53_GL0005328,1
gene_2269776,1
gene_1909981,1
DSM22607_6_GL0039896,1
DSM22607_4_GL0294121,1
gene_1301036,1
34_GL0058386,1
MC-6-3_GL0082680,1
S-Fe10_GL0033776,1
Chow_1_GL0153480,1
gene_3757874,1
gene_3389040,1
S-Fe11_GL0028138,1
1-8_GL0094464,1
gene_417723,1
gene_2623092,1
AF73-05_1_GL0190484,1
G1-7A_GL0005396,1
gene_4389719,1
5-3_GL0104153,1
HF-S_8_GL0157324,1
Food_11_GL0064046,1
gene_3302104,1
Food_13_GL0011518,1
HF-S_3_GL0180548,1
20_GL0156552,1
NZ_QIBY01000025.1_cds_WP_123186260.1_1867,1
HF-F_4_GL0062819,1
Food_10_GL0077621,1
33_GL0006721,1
30_GL0035707,1
4-7_GL0057253,1
S-Fe6_GL0064211,1
gene_4420478,1
6-4_GL0040226,1
8-3_GL0084281,1
10_GL0054043,1
HF-F_7_GL0078837,1
gene_1008006,1
17_GL0125612,1
7-8_GL0140172,1
OB-1_3_GL0388007,1
MC-6-2_GL0001863,1
2_GL0107349,1
OB-1_1_GL0098688,1
NZ_KB822441.1_cds_WP_004069630.1_758,1
HF-S_12_GL0274073,1
DSM22607_8_GL0254543,1
Group2-8A_GL0195108,1
gene_2432913,1
gene_2887322,1
S-Fe8_GL0029754,1
2802550683,1
Chow_7_GL0228505,1
7-5_GL0008299,1
AF73-05_10_GL0233257,1
HF-F_10_GL0241594,1
DSM22607_2_GL0202939,1
Food_2_GL0085538,1
MH-6-3_GL0006466,1
gene_3442033,1
Group2-3A_GL0074898,1
1_GL0024183,1
gene_2199083,1
gene_23328,1
gene_825997,1
10_GL0029317,1
NZ_QWMU01000064.1_cds_WP_089135698.1_1696,1
gene_2392834,1
gene_748331,1
G1-5A_GL0064368,1
Chow_5_GL0076294,1
Group2-3A_GL0080267,1
AF73-05_10_GL0043668,1
33_GL0111989,1
Food_7_GL0364681,1
gene_3691286,1
gene_1705528,1
38_GL0075426,1
gene_3662210,1
gene_1742574,1
2-1_GL0031408,1
1A-dyr4-07_GL0110965,1
ERR1211992_Scaf1_27,1
3-3_GL0078230,1
17_GL0051223,1
HF-S_6_GL0149015,1
gene_518485,1
36_GL0088915,1
NZ_RAYO01000047.1_cds_WP_120396712.1_1944,1
13_GL0031162,1
OB-1_3_GL0165200,1
Food_10_GL0209629,1
8-2_GL0083877,1
20_GL0127105,1
DSM22607_9_GL0071154,1
S-Fe3_GL0111816,1
gene_3019725,1
gene_1656966,1
gene_2533876,1
HF-F_1_GL0258332,1
2-2_GL0044082,1
gene_3262095,1
NZ_RAYY01000152.1_cds_WP_120425581.1_641,1
OB-1_5_GL0371755,1
gene_3691585,1
S-Fe10_GL0158387,1
DSM22607_11_GL0038068,1
HF-S_7_GL0268387,1
OB-1_2_GL0052892,1
gene_184229,1
HF-F_5_GL0005678,1
5-4_GL0008897,1
DSM22607_6_GL0037856,1
Food_12_GL0162455,1
54_GL0107757,1
DSM22607_8_GL0006171,1
gene_3237840,1
gene_3415964,1
gene_2016675,1
gene_1864706,1
Food_11_GL0270657,1
gene_3983319,1
Chow_2_GL0181643,1
S-Fe9_GL0208369,1
gene_2948927,1
S-Fe10_GL0141843,1
2A-dyr14-07_GL0017387,1
Group2-3A_GL0095997,1
2_GL0034626,1
1-8_GL0114537,1
1-1_GL0102450,1
OB-1_2_GL0276543,1
AF73-05_6_GL0122682,1
gene_842407,1
51_GL0024452,1
HF-F_13_GL0276886,1
DSM22607_1_GL0154085,1
Group2-2A_GL0000716,1
AF73-05_14_GL0021824,1
gene_2286913,1
gene_4013294,1
MH-6-4_GL0057505,1
AF73-05_11_GL0292565,1
gene_836877,1
Food_10_GL0276278,1
G1-3A_GL0017096,1
15_GL0084147,1
gene_1273594,1
1-5_GL0065971,1
gene_4200997,1
NZ_QWMU01000022.1_cds_WP_004051478.1_714,1
Chow_2_GL0020504,1
AF73-05_2_GL0316419,1
gene_4046946,1
2A-dyr16-07_GL0017214,1
NZ_QZFS01000065.1_cds_WP_129181563.1_7401,1
3_GL0084011,1
gene_1193535,1
S-Fe10_GL0069527,1
2A-dyr16-06_GL0060863,1
S-Fe3_GL0064740,1
gene_4412027,1
gene_3985078,1
Group2-3A_GL0113113,1
6-6_GL0031143,1
6-6_GL0137550,1
MH-0-4_GL0088146,1
Chow_8_GL0324532,1
HF-S_12_GL0200088,1
gene_4408736,1
Food_2_GL0148934,1
gene_1583971,1
gene_1536899,1
gene_4383720,1
1-8_GL0018011,1
5-3_GL0035642,1
MC-6-1_GL0041353,1
Food_6_GL0173728,1
gene_3435313,1
gene_3549706,1
Chow_7_GL0031359,1
OB-1_4_GL0135386,1
7-2_GL0096175,1
S-Fe6_GL0020519,1
gene_3329003,1
gene_4460967,1
Food_14_GL0273840,1
gene_2412021,1
MC-6-2_GL0053433,1
S-Fe1_GL0134697,1
AF73-05_11_GL0248312,1
gene_4605967,1
1_GL0074419,1
S-Fe2_GL0144521,1
MC-0-3_GL0024663,1
gene_3417131,1
10_GL0099324,1
26_GL0010072,1
S-Fe8_GL0186078,1
MC-0-3_GL0050419,1
gene_2510689,1
MH-6-3_GL0018235,1
gene_4379443,1
gene_2757619,1
gene_2729960,1
gene_2603461,1
gene_2181540,1
39_GL0155026,1
gene_326830,1
13_GL0034135,1
NZ_RAZK01000082.1_cds_WP_120486072.1_6505,1
4-3_GL0004149,1
G1-7A_GL0119978,1
DSM22607_11_GL0219028,1
gene_729826,1
AF73-05_10_GL0318438,1
20_GL0134490,1
1-4_GL0049271,1
MH-6-5_GL0033908,1
5-1_GL0009395,1
15_GL0091816,1
Food_5_GL0097843,1
AF73-05_13_GL0284416,1
Food_11_GL0161363,1
gene_502215,1
S-Fe3_GL0085391,1
gene_2535609,1
gene_3415526,1
gene_3542412,1
gene_2607684,1
AF73-05_8_GL0077647,1
HF-S_2_GL0091314,1
gene_419018,1
S-Fe5_GL0049200,1
gene_1901497,1
AF73-05_10_GL0221201,1
AF73-05_13_GL0214009,1
gene_3611951,1
AF73-05_9_GL0371941,1
HF-F_12_GL0069070,1
gene_3816253,1
NZ_RAYO01000019.1_cds_WP_120395444.1_108,1
AF73-05_11_GL0160153,1
gene_3217221,1
S-Fe14_GL0044325,1
Group2-7A_GL0124468,1
NZ_CP021421.1_cds_WP_068961016.1_1857,1
Food_1_GL0210550,1
gene_3019958,1
gene_2305611,1
gene_2487403,1
MH-6-5_GL0000789,1
gene_3781182,1
S-Fe20_GL0165142,1
MC-6-2_GL0067049,1
gene_2167080,1
2-1_GL0091655,1
Group2-3A_GL0126625,1
6-6_GL0008280,1
gene_2943496,1
1-6_GL0031461,1
MH-6-1_GL0109999,1
gene_1836685,1
2A-dyr13-07_GL0015261,1
2-1_GL0093715,1
Food_7_GL0096939,1
Food_9_GL0344020,1
G1-8A_GL0048210,1
AF73-05_1_GL0012579,1
23_GL0093547,1
gene_2358029,1
MC-6-3_GL0025247,1
Chow_7_GL0174262,1
AF73-05_10_GL0175797,1
6-3_GL0094800,1
OB-1_11_GL0086349,1
gene_2417470,1
Chow_1_GL0071558,1
gene_2618702,1
NZ_RAYX01000110.1_cds_46,1
OB-1_11_GL0048368,1
AF73-05_10_GL0238213,1
Food_9_GL0307230,1
gene_4491214,1
Group2-8A_GL0191108,1
22_GL0101394,1
AF73-05_11_GL0268438,1
S-Fe9_GL0294174,1
14_GL0037812,1
Food_3_GL0263781,1
gene_4472243,1
Food_11_GL0102433,1
31_GL0037699,1
gene_3670875,1
MC-6-2_GL0149331,1
Food_4_GL0142005,1
11_GL0082157,1
gene_4542359,1
AF73-05_8_GL0017515,1
S-Fe2_GL0025411,1
AF73-05_10_GL0375763,1
MH-6-4_GL0047280,1
14_GL0066820,1
DSM22607_5_GL0267448,1
gene_1373228,1
gene_4210934,1
MC-6-2_GL0096531,1
Food_10_GL0122164,1
DSM22607_4_GL0252089,1
Food_1_GL0142490,1
DSM22607_6_GL0133200,1
gene_3647360,1
DSM22607_7_GL0144174,1
HF-S_5_GL0287750,1
DSM22607_12_GL0263143,1
Food_7_GL0117349,1
AF73-05_10_GL0128710,1
gene_2854598,1
gene_2388063,1
28_GL0081078,1
gene_3518508,1
gene_2035734,1
DSM22607_4_GL0104883,1
Food_2_GL0043449,1
AF73-05_10_GL0407271,1
NZ_RAYX01000037.1_cds_WP_120377104.1_1092,1
gene_4430222,1
Group2-1A_GL0049066,1
Chow_5_GL0160140,1
MH-0-3_GL0006663,1
Food_11_GL0180876,1
gene_2789140,1
S-Fe11_GL0143515,1
OB-1_8_GL0126927,1
Chow_8_GL0184489,1
gene_2274041,1
gene_4522111,1
MH-6-1_GL0056951,1
AF73-05_6_GL0001476,1
32_GL0023077,1
DSM22607_10_GL0012708,1
AF73-05_1_GL0324052,1
Food_1_GL0012721,1
17_GL0108275,1
gene_3648050,1
gene_3391596,1
35_GL0151689,1
gene_4341373,1
6-2_GL0080249,1
gene_82606,1
MH-6-4_GL0134799,1
AF73-05_2_GL0271520,1
DSM22607_8_GL0309545,1
OB-1_1_GL0331564,1
1-1_GL0057901,1
10_GL0078929,1
Group2-3A_GL0126788,1
1A-dyr2-07_GL0069712,1
gene_4408014,1
Food_5_GL0244311,1
HF-S_7_GL0198665,1
gene_2930741,1
gene_3602744,1
gene_2533730,1
S-Fe20_GL0073372,1
Food_5_GL0137402,1
gene_4294848,1
AF73-05_3_GL0348923,1
OB-1_6_GL0126925,1
7-8_GL0036603,1
G1-4A_GL0035839,1
Chow_1_GL0091894,1
ERR1211992_Scaf29_2084,1
AF73-05_9_GL0014925,1
AF73-05_10_GL0429005,1
6-5_GL0114883,1
gene_3692975,1
Food_1_GL0175103,1
2B-dyr24-07_GL0006157,1
HF-S_4_GL0336425,1
MH-6-4_GL0046011,1
gene_4577059,1
AF73-05_9_GL0408511,1
gene_1951588,1
gene_4139750,1
5-5_GL0037729,1
gene_692710,1
7-4_GL0027679,1
15_GL0138801,1
DSM22607_9_GL0389748,1
S-Fe8_GL0204677,1
7-1_GL0083575,1
2A-dyr13-06_GL0043336,1
6-8_GL0028885,1
gene_3016038,1
4-5_GL0052805,1
MH-6-3_GL0045489,1
S-Fe6_GL0092067,1
1-7_GL0005094,1
gene_4453120,1
Chow_7_GL0119574,1
gene_4518420,1
gene_4169951,1
DSM22607_12_GL0149368,1
HF-F_14_GL0448924,1
2-7_GL0087703,1
G1-1A_GL0074460,1
3-5_GL0010201,1
G1-5A_GL0039414,1
gene_4481240,1
gene_1900989,1
1-8_GL0051682,1
MC-6-3_GL0042372,1
Food_5_GL0143298,1
Food_5_GL0207579,1
OB-1_12_GL0074752,1
3-8_GL0041498,1
Group2-3A_GL0133926,1
MH-6-3_GL0061103,1
gene_2489520,1
gene_4401753,1
gene_4582830,1
Food_10_GL0016128,1
MH-0-5_GL0094783,1
Chow_7_GL0085048,1
gene_1356162,1
Food_13_GL0160509,1
5-7_GL0111348,1
S-Fe20_GL0154784,1
gene_4520891,1
1-1_GL0041287,1
G1-6A_GL0031932,1
Food_8_GL0202036,1
gene_4429766,1
AF73-05_14_GL0229081,1
MC-6-4_GL0007996,1
Food_7_GL0031926,1
17_GL0084960,1
Food_5_GL0195573,1
12_GL0009957,1
AF73-05_14_GL0241352,1
gene_3264000,1
23_GL0134812,1
G1-3A_GL0123949,1
7-6_GL0004595,1
Food_3_GL0125252,1
MC-6-1_GL0076110,1
